"","V1","V2"
"K.cluster",1,2
"mean_emp",48.303600128576,246.087764436821
"mean_tcempleo",7.08612264505389,7.82843620731896
"mean_vatr",47829.8427167528,63923.7344393771
"mean_tcvatr",149.7462469545,78.7192482728303
"mean_tcvent",102.316043707402,61.5519471837969
"mean_exp",0.260848601735776,0.612349914236707
"mean_exphi",0.245841035120148,0.380952380952381
"mean_expdest",1.91866913123845,2.59803921568627
